n	expression
759	((((0*1234)-5)*6)+789)
760	((((01*23)+4)-56)+789)
761	((((01*23)-45)-6)+789)
762	((((01+23)-45)-6)+789)
763	(((((0*123)-4)*5)-6)+789)
764	(((((0-1)-2)+34)-56)+789)
765	(((0123-45)+678)+9)
766	((((01-2)+34)-56)+789)
767	((((0*12)+34)-56)+789)
768	((((012*3)+45)+678)+9)
769	((((01*2)+34)-56)+789)
770	((((01+2)+34)-56)+789)
771	((012+345)+(6*(78-9)))
772	(((0123-(4*5))+678)-9)
773	((((01*23)-45)+6)+789)
774	((((01+23)-45)+6)+789)
775	(((0123-4)+567)+89)
776	(((((01+2)*34)+5)+678)-9)
777	(((((0*1)-2)*34)+56)+789)
778	((((0*1234)-5)-6)+789)
779	(((012+34)-56)+789)
780	(((0*1234)+5)*(67+89))
781	((((0-12)+34)-(5*6))+789)
782	(((((0*123)+4)-5)-6)+789)
783	(((0*12345)-6)+789)
784	((((01*234)+567)-8)-9)
785	((((01+234)+567)-8)-9)
786	((((012*3)-45)+6)+789)
787	(((((01+23)-4)*5)+678)+9)
788	((((0*1234)+5)-6)+789)
789	((0*123456)+789)
790	((((0*1234)-5)+6)+789)
791	((((0123+4)*5)+67)+89)
792	((((0123-45)-67)*8)*9)
793	((((012+3)*4)-56)+789)
794	(01234-(5*((6-7)+89)))
795	(((0*12345)+6)+789)
796	(((((0*123)-4)+5)+6)+789)
797	(((012-34)+(5*6))+789)
798	(((0123-4)+56)+(7*89))
799	((((0-12)-34)+56)+789)
800	((((0*1234)+5)+6)+789)
801	((0123*45)-(6*789))
802	((((01*234)+567)-8)+9)
803	((((01+234)+567)-8)+9)
804	(((012+34)+56)+(78*9))
805	(((012+34)-(5*6))+789)
806	((((01-23)+45)-6)+789)
807	(((((01*23)-4)+5)-6)+789)
808	(((((0-1)-2)-34)+56)+789)
809	((((0123+4)-5)+678)+9)
810	((01234-(5*67))-89)
811	((((0*12)-34)+56)+789)
812	(((0123+(4*5))+678)-9)
813	((((01*2)-34)+56)+789)
814	((((01+2)-34)+56)+789)
815	((0123+((4+5)*67))+89)
816	(((012+(3*45))+678)-9)
817	((((0123+45)-67)*8)+9)
818	((((01*234)+567)+8)+9)
819	((((0*1234)+5)*6)+789)
820	(((012+34)-56)*(7-89))
821	(((((0-1)+23)*4)-56)+789)
822	(((((0*12)+3)*45)+678)+9)
823	(((012-34)+56)+789)
824	((((012+34)-5)-6)+789)
825	((((01*23)*4)-56)+789)
826	(((01+(23*4))-56)+789)
827	((((01-23)+4)+56)+789)
828	((((0*123)+45)-6)+789)
829	((((01+23)*4)-56)+789)
830	(((0123+(4*5))+678)+9)
831	((((012+3)*45)+67)+89)
832	(((012*34)+(5*67))+89)
833	(((012*(3-4))+56)+789)
834	((((012+34)+5)-6)+789)
835	((((01+2)*34)-56)+789)
836	((((012+34)-5)+6)+789)
837	(((0123+45)+678)-9)
838	(((((0*12)-3)-4)+56)+789)
839	(((((0*12)+34)*5)+678)-9)
840	((((0*123)+45)+6)+789)
841	((((0*123)-4)+56)+789)
842	(01234+((56*7)*(8-9)))
843	((((012+3)+45)-6)+789)
844	(((((0*12)+3)-4)+56)+789)
845	(((0*1234)+56)+789)
846	((((01*2)*345)+67)+89)
847	(((01+(2*345))+67)+89)
848	(((((01*2)-3)+4)+56)+789)
849	((((0*123)+4)+56)+789)
850	((((012-3)-4)+56)+789)
851	((((01*23)+45)-6)+789)
852	(((0123-4)-56)+789)
853	(((((01-2)+3)*4)+56)+789)
854	(01234+(5*((6+7)-89)))
855	(((0123+45)+678)+9)
856	((((012+3)-4)+56)+789)
857	((012-((3-4)*56))+789)
858	((((012-3)+4)+56)+789)
859	(((01234-(56*7))+8)+9)
860	(((0123+4)-56)+789)
861	(((0123-45)-6)+789)
862	(((((0-1)+23)+45)+6)+789)
863	((((01*23)+45)+6)+789)
864	((((01*23)-4)+56)+789)
865	((((01+23)-4)+56)+789)
866	((((01+2)*(3+4))+56)+789)
867	((((0-12)+34)+56)+789)
868	((0123-(4*(5+6)))+789)
869	(((012+(3*4))+56)+789)
870	(012-((34+5)*(67-89)))
871	(((((0-1)+23)+4)+56)+789)
872	((((01*23)+4)+56)+789)
873	(((0123-45)+6)+789)
874	(((01+234)+567)+(8*9))
875	((((01+2)+345)+(67*8))-9)
876	((((012*3)+45)+6)+789)
877	((((012*3)*4)-56)+789)
878	((((01-2)+34)+56)+789)
879	((((0*12)+34)+56)+789)
880	(((01*234)-56)+(78*9))
881	((((01*2)+34)+56)+789)
882	((((01+2)+34)+56)+789)
883	((01234+(5*(6-78)))+9)
884	(((012+345)+(67*8))-9)
885	((((012*3)+4)+56)+789)
886	(((012*34)+567)-89)
887	(((((0*123)+45)+67)*8)-9)
888	((012+345)+((67-8)*9))
889	((((0-1)+234)+567)+89)
890	(((01*234)+567)+89)
891	(((01+234)+567)+89)
892	(((((01*23)*4)+5)+6)+789)
893	(((((0-12)+34)*5)-6)+789)
894	(01234-(5*((67-8)+9)))
895	(((((01+23)-4)*5)+6)+789)
896	(012-(34*((56+7)-89)))
897	((((0123-4)-5)-6)+789)
898	((((01*234)-5)+678)-9)
899	((((01+234)-5)+678)-9)
900	((((01*234)-56)-78)*9)
901	(01+(((234-56)-78)*9))
902	(((012+345)+(67*8))+9)
903	(((012*34)+567)-(8*9))
904	(01234-(5*((67+8)-9)))
905	((((012+3)*4)+56)+789)
906	((0123+((4-5)*6))+789)
907	((((0123-4)+5)-6)+789)
908	((((01*234)+5)+678)-9)
909	((((01+234)+5)+678)-9)
910	((((012+3)-4)*(5+6))+789)
911	((((01*23)*4)+(5*6))+789)
912	((((0123+45)*6)-7)-89)
913	((((01*2)*34)+56)+789)
914	(((01+(2*34))+56)+789)
915	((((0123+4)+5)-6)+789)
916	((((01*234)-5)+678)+9)
917	((((01+234)-5)+678)+9)
918	((012+(3*(45-6)))+789)
919	((((0123-4)+5)+6)+789)
920	((((01*2)+(3*45))-6)+789)
921	((((0123+45)*6)-78)-9)
922	((01-((23-45)*6))+789)
923	(((01+2)*(345-67))+89)
924	((((01+23)*45)-67)-89)
925	(((0123-45)*(6+7))-89)
926	((((01*234)+5)+678)+9)
927	((((01+234)+5)+678)+9)
928	(((01*23)+((45+67)*8))+9)
929	(((012*(3+4))+56)+789)
930	(((012+(3*45))-6)+789)
931	((01234-(56*7))+89)
932	(((((012*3)*4)+5)-6)+789)
933	((((012*3)*45)-678)-9)
934	(((((012*3)*4)-5)+6)+789)
935	((01234-((5*6)*7))-89)
936	(((0-123)+(45*6))+789)
937	((((01*23)*4)+56)+789)
938	(((01+(23*4))+56)+789)
939	((((0123+45)*6)-78)+9)
940	((((0-123)+(45*6))*7)-89)
941	((((01+23)*4)+56)+789)
942	(((012+(3*45))+6)+789)
943	(((((012*3)-4)*5)-6)+789)
944	(((((012*3)*4)+5)+6)+789)
945	((((0123+4)+56)-78)*9)
946	(((0123+4)+(5*6))+789)
947	((((01+2)*34)+56)+789)
948	((01234-(5*(67-8)))+9)
949	((((01+23)*45)-(6*7))-89)
950	((((0-12)+345)-6)+(7*89))
951	(((0123+45)-6)+789)
952	((((01+(23*45))-67)-8)-9)
953	(((((0*12)+34)*5)-6)+789)
954	((012+(3*(45+6)))+789)
955	(((((012*3)-4)*5)+6)+789)
956	(((0-123)+456)+(7*89))
957	((012-(3*(4-56)))+789)
958	((((012*34)+567)-8)-9)
959	(((((01*23)*45)+6)+7)-89)
960	(((((01*23)*45)-6)-78)+9)
961	((((01+(23*45))-6)-78)+9)
962	((((0*12)+345)-6)+(7*89))
963	(((0123+45)+6)+789)
964	(((0123-4)+56)+789)
965	(((012+(34*5))-6)+789)
966	((((0-1)+234)-56)+789)
967	(((01*234)-56)+789)
968	(((01+234)-56)+789)
969	(((01*2)*(34+56))+789)
970	(((0123*4)+567)-89)
971	((01234-(5*67))+(8*9))
972	(((0123+4)+56)+789)
973	(((0123*4)+(56*7))+89)
974	((((012*34)+567)+8)-9)
975	(((012*34)-56)+(7*89))
976	((((012*34)+567)-8)+9)
977	(((012+(34*5))+6)+789)
978	((01-(2*(34-567)))-89)
979	(((0123-45)-67)*89)
980	(((((01+2)+34)*5)+6)+789)
981	((((0123+45)-67)+8)*9)
982	(((((01*23)-4)*56)+7)-89)
983	(((((012*3)+4)*5)-6)+789)
984	(((012*(34+56))-7)-89)
985	(((((01*23)*45)-67)+8)+9)
986	(((012+345)+6)+(7*89))
987	(((0123*4)+567)-(8*9))
988	((01234-(5*67))+89)
989	((((012*3)*4)+56)+789)
990	(((0*123)-45)*(67-89))
991	(((01-23)+(4*56))+789)
992	((((012*34)+567)+8)+9)
993	(((01*234)-(5*6))+789)
994	(((01+234)-(5*6))+789)
995	(((((01*23)-4)*56)-78)+9)
996	(((((01+23)*45)-67)-8)-9)
997	((((01-2)-3)*(4-56))+789)
998	(((012*(34+56))+7)-89)
999	(((0*12)-3)*(456-789))
1000	(((((0123+45)*6)-7)+8)-9)
1001	((01*2)-(3*(456-789)))
1002	((((0-12)+345)+678)-9)
1003	((((012*3)-4)*56)-789)
1004	((01-((2-34)*56))-789)
1005	((012+3)*((45-67)+89))
1006	(((01+(2*(3+456)))+78)+9)
1007	(((((012+3)+45)+67)*8)-9)
1008	((((012-34)+56)+78)*9)
1009	(((((0-1)+234)*5)-67)-89)
1010	((0123+((45+67)*8))-9)
1011	(012-(3*(456-789)))
1012	((((01*234)-5)-6)+789)
1013	((((0*123)+4)*56)+789)
1014	((((0*12)+345)+678)-9)
1015	(((01+(234*5))-67)-89)
1016	((((01*2)+345)+678)-9)
1017	((((01+2)+345)+678)-9)
1018	(((((0123+45)*6)-7)+8)+9)
1019	((((01+234)*5)-67)-89)
1020	((((0-12)+345)+678)+9)
1021	(((((0-1)+234)+5)-6)+789)
1022	((((01*234)+5)-6)+789)
1023	((((01+234)+5)-6)+789)
1024	((((01*234)-5)+6)+789)
1025	((((01+234)-5)+6)+789)
1026	(((012+345)+678)-9)
1027	(((((01*2)*34)*5)+678)+9)
1028	(((012+3)+(4*56))+789)
1029	(((((0-1)-2)+345)+678)+9)
1030	(((((0*1)-2)+345)+678)+9)
1031	((((01-2)+345)+678)+9)
1032	((((0*12)+345)+678)+9)
1033	(((((0-1)+2)+345)+678)+9)
1034	((((01*2)+345)+678)+9)
1035	((((01+2)+345)+678)+9)
1036	(01234+((56-78)*9))
1037	(((01+23)+(4*56))+789)
1038	(((((01+23)-4)*56)+7)-89)
1039	((((01*234)*5)-(6*7))-89)
1040	((((01*23)*45)-67)+(8*9))
1041	(((((0*12)-3)+45)*6)+789)
1042	((((0123*4)+567)-8)-9)
1043	((01234-56)-((7+8)*9))
1044	(((012+345)+678)+9)
1045	((((0123+45)-6)*7)-89)
1046	((01+(((2*3)-4)*567))-89)
1047	(((012*3)*(45+6))-789)
1048	((((01-23)*(4-56))-7)-89)
1049	(((012*3)+(4*56))+789)
1050	(((((0-12)+34)-5)*67)-89)
1051	(((((01+23)-4)*56)-78)+9)
1052	((((0-1)+234)+(5*6))+789)
1053	(((0-12)*(34-56))+789)
1054	(((01+234)+(5*6))+789)
1055	(((((01-23)+45)*6)*7)+89)
1056	((0123*((4+5)+6))-789)
1057	((((01*23)*45)-67)+89)
1058	((((01+23)*45)+67)-89)
1059	((((0*123)+45)*6)+789)
1060	((((0123*4)+567)-8)+9)
1061	((((01-2)+3)+(45*6))+789)
1062	(((((01+23)*4)-56)+78)*9)
1063	((012*((34-5)+67))-89)
1064	(((012*34)+567)+89)
1065	(((012+345)+6)+(78*9))
1066	(012-(34*((56-78)-9)))
1067	((01*234)+((56-7)*(8+9)))
1068	(((012-3)+(45*6))+789)
1069	((((012-3)-4)*56)+789)
1070	((((0-12)+3)+456)+(7*89))
1071	(((((01*23)+45)+67)*8)-9)
1072	((((012*34)-5)+678)-9)
1073	(((01234-5)-67)-89)
1074	((((012-3)*45)+678)-9)
1075	((012*((34+56)+7))-89)
1076	((((0123*4)+567)+8)+9)
1077	((((0123+45)*6)+78)-9)
1078	((((0-1)+234)+56)+789)
1079	(((01*234)+56)+789)
1080	(((01+234)+56)+789)
1081	((((0-1)+23)+(45*6))+789)
1082	(((01234-56)-7)-89)
1083	(((01234+5)-67)-89)
1084	((((01*2)+3)+456)+(7*89))
1085	(((0123*(4+5))+67)-89)
1086	(((((01*234)*5)-67)-8)-9)
1087	(((012*34)+56)+(7*89))
1088	(((012-3)+456)+(7*89))
1089	((012+((3+45)*6))+789)
1090	((((012*34)-5)+678)+9)
1091	(((01234-56)-78)-9)
1092	((((012-3)*45)+678)+9)
1093	((((012*3)*45)-(67*8))+9)
1094	(((012+3)+456)+(7*89))
1095	((((012+34)+5)*6)+789)
1096	(((01234-56)+7)-89)
1097	(((012-3)*(45+67))+89)
1098	(((01234-5)-(6*7))-89)
1099	(((01234-56)-7)-(8*9))
1100	((((012*34)+5)+678)+9)
1101	((01+2)*((345-67)+89))
1102	((((01+23)*45)-67)+89)
1103	(((0-12)+(34*56))-789)
1104	((((0123+45)*6)+7)+89)
1105	((((01+(234*5))-67)-8)+9)
1106	((01-2)+(3*((456-78)-9)))
1107	(0123+(4*((5*67)-89)))
1108	(((01234+5)-(6*7))-89)
1109	(((01234-56)-78)+9)
1110	(((((01*23)*45)+6)+78)-9)
1111	(((((01*23)*45)-6)-7)+89)
1112	(((((01+234)*5)+6)-78)+9)
1113	(0123-(45*(67-89)))
1114	(((01-2)+(34*56))-789)
1115	((((0*12)+34)*56)-789)
1116	((((0-12)+345)-6)+789)
1117	(((01*2)+(34*56))-789)
1118	(((01+2)+(34*56))-789)
1119	(012+(3*((456-78)-9)))
1120	(((((01*234)*5)-67)+8)+9)
1121	((((01+(234*5))-67)+8)+9)
1122	(((0-123)+456)+789)
1123	(((((01*2)*34)*5)-6)+789)
1124	(01234+(5*(67-89)))
1125	(((((0-1)-2)+345)-6)+789)
1126	(((((0*1)-2)+345)-6)+789)
1127	((012+(34*56))-789)
1128	((((0*12)+345)-6)+789)
1129	((((0123+45)+6)*7)-89)
1130	((((01*2)+345)-6)+789)
1131	((((01+2)+345)-6)+789)
1132	((((01+(23*4))+56)*7)+89)
1133	(((((01*23)-4)*56)+78)-9)
1134	(012+(3*((456+7)-89)))
1135	(((01234-(5*6))-78)+9)
1136	((0123+(4*56))+789)
1137	((((01234+5)-6)-7)-89)
1138	(((0123*4)-56)+(78*9))
1139	((((01-2)+345)+6)+789)
1140	(((012+345)-6)+789)
1141	(((012*34)-56)+789)
1142	((((01*2)+345)+6)+789)
1143	((((01+2)+345)+6)+789)
1144	((((01234-5)-6)-7)-(8*9))
1145	((((01234-5)-67)-8)-9)
1146	((((01234+5)-6)-78)-9)
1147	(((01+2)*(345+67))-89)
1148	(((0123*4)+567)+89)
1149	((((012+3)+45)*6)+789)
1150	((01234+5)+((6-7)*89))
1151	((((0123-45)+67)*8)-9)
1152	(((012+345)+6)+789)
1153	((((01+234)*5)+67)-89)
1154	((((01234-5)-6)-78)+9)
1155	((((01234+5)-67)-8)-9)
1156	((((0123*4)-5)+678)-9)
1157	((((0*12345)+6)+7)*89)
1158	((((01234+5)+6)-78)-9)
1159	(01+(2*((3*456)-789)))
1160	(((((01*23)-4)*56)+7)+89)
1161	((((01234-5)-67)+8)-9)
1162	(((012*(34+56))-7)+89)
1163	((((01234+5)+6)+7)-89)
1164	((((01+234)-56)*7)-89)
1165	((01234+((5-6)*78))+9)
1166	((((0123*4)+5)+678)-9)
1167	(((012*(34+56))+78)+9)
1168	((((01234-56)+7)-8)-9)
1169	((((0123-45)+67)*8)+9)
1170	((((01234-56)-7)+8)-9)
1171	((((01234+5)-67)+8)-9)
1172	((((01234-56)-7)-8)+9)
1173	((((01234+5)-67)-8)+9)
1174	((((0123*4)-5)+678)+9)
1175	((012+(34*(5+6)))+789)
1176	((((01234+5)+6)-78)+9)
1177	(((01234+(5*6))-78)-9)
1178	(((01+(2*(34+56)))*7)-89)
1179	((((01234-5)-67)+8)+9)
1180	((((0-1)+23)+456)+(78*9))
1181	(((01*23)+456)+(78*9))
1182	((0123+(45*6))+789)
1183	((012*((34+5)+67))-89)
1184	((((0123*4)+5)+678)+9)
1185	((012*((34+5)-6))+789)
1186	((((012*34)-5)-6)+789)
1187	((01234+(56*(7-8)))+9)
1188	((((012-3)*45)-6)+789)
1189	((((01234+5)-67)+8)+9)
1190	((((0-1)+(23*45))+67)+89)
1191	((((01*23)*45)+67)+89)
1192	((((01*234)*5)-67)+89)
1193	(((01+(234*5))-67)+89)
1194	(((01234+56)-7)-89)
1195	(((01234+(5*6))-78)+9)
1196	((((012*34)+5)-6)+789)
1197	((((01*23)+45)*6)+789)
1198	((((012*34)-5)+6)+789)
1199	(((((01234-5)-6)-7)-8)-9)
1200	((((012-3)*45)+6)+789)
1201	(((((0123+45)+6)*7)-8)-9)
1202	((0123+456)+(7*89))
1203	(((01234+56)-78)-9)
1204	((((01234-5)-(6*7))+8)+9)
1205	((((01-23)+4)*(5-67))+89)
1206	((((0*1234)+56)+78)*9)
1207	(((01234-5)+67)-89)
1208	(((01234+56)+7)-89)
1209	((((0-12)*3)+456)+789)
1210	((01234+(5*(6+7)))-89)
1211	(((01234+56)-7)-(8*9))
1212	((((0123-4)*5)-6)+(7*89))
1213	(((((01234-5)-6)+7)-8)-9)
1214	((012+(34*56))-(78*9))
1215	(((012-345)+(6*78))*9)
1216	(((((01+23)-4)*56)+7)+89)
1217	(((01234+5)+67)-89)
1218	(((01+(2*345))+(67*8))-9)
1219	(((((0123+45)+6)*7)-8)+9)
1220	(((((01*234)*5)+67)-8)-9)
1221	(((01234+56)-78)+9)
1222	((((0*1)-23)+456)+789)
1223	(((01-23)+456)+789)
1224	(((01234-5)+67)-(8*9))
1225	(((0123*4)-56)+789)
1226	(((((0123-4)+56)*7)-8)+9)
1227	((((01*2)+34)*56)-789)
1228	((01+((2+34)*56))-789)
1229	(((((01*234)-56)*7)-8)-9)
1230	((((0-12)-3)+456)+789)
1231	(((((0123+45)-6)-7)*8)-9)
1232	((((01-234)*5)-67)*(8-9))
1233	((((0123-45)+67)-8)*9)
1234	(((01234+5)+67)-(8*9))
1235	((0123-45)+((6+7)*89))
1236	((((0-12)+3)+456)+789)
1237	(((((01-2)+3)*4)*56)+789)
1238	(((((01*234)*5)+67)-8)+9)
1239	(((((0*1)-2)*3)+456)+789)
1240	(((01-(2*3))+456)+789)
1241	((((01-2)-3)+456)+789)
1242	((((0*12)-3)+456)+789)
1243	(((01234+56)-(7*8))+9)
1244	((((01*2)-3)+456)+789)
1245	(((0*123)+456)+789)
1246	((((012*3)+45)-67)*89)
1247	(((01234-56)+78)-9)
1248	((((0*12)+3)+456)+789)
1249	(((((0-1)+2)+3)+456)+789)
1250	((((01*2)+3)+456)+789)
1251	(((01234-5)-67)+89)
1252	(((01+(2*3))+456)+789)
1253	(((012*34)+56)+789)
1254	(((0-123)*45)+6789)
1255	(((((01*23)*4)*5)+6)+789)
1256	(((((01+234)*5)-6)+78)+9)
1257	(((0123-45)*6)+789)
1258	((01234-(5*(6+7)))+89)
1259	(01234-(5*(67-(8*9))))
1260	(((012+3)+456)+789)
1261	(((01234+5)-67)+89)
1262	((((012+(3*4))*56)+7)-89)
1263	(((012*(3+45))+678)+9)
1264	((((0123-4)*5)+678)-9)
1265	(((01234-56)+78)+9)
1266	((((01234+56)-7)-8)-9)
1267	((((0-1)+23)+456)+789)
1268	(((01*23)+456)+789)
1269	(((01+23)+456)+789)
1270	((((0123*4)-5)-6)+789)
1271	((((01-2)+(3*456))-7)-89)
1272	((0123*4)+(5*(67+89)))
1273	(((01234-(5*6))+78)-9)
1274	(((01234-56)+7)+89)
1275	((((01-2)+345)*6)-789)
1276	(((01234-5)-(6*7))+89)
1277	(((((01+234)*5)+6)+7)+89)
1278	(((((01*234)-5)*6)-7)-89)
1279	((((01234-5)+67)-8)-9)
1280	((((0123*4)+5)-6)+789)
1281	(((012*3)+456)+789)
1282	((((0123*4)-5)+6)+789)
1283	((((01+2)+34)*56)-789)
1284	((((01234+56)-7)-8)+9)
1285	((((01-2)+(3*456))+7)-89)
1286	(((01234+5)-(6*7))+89)
1287	(((((0-1)+2)+345)*6)-789)
1288	((((01*2)+(3*456))+7)-89)
1289	((((01234+5)+67)-8)-9)
1290	((((01+2)*(3+456))-78)-9)
1291	(((01*2)*(34+567))+89)
1292	((((0123*4)+5)+6)+789)
1293	((012+(345*6))-789)
1294	((01+((2+345)*6))-789)
1295	((((01234-5)+67)+8)-9)
1296	((((01234+56)+7)+8)-9)
1297	((((01234-5)+67)-8)+9)
1298	((((01234+56)+7)-8)+9)
1299	((((01+2)+345)*6)-789)
1300	((((01234+56)-7)+8)+9)
1301	(((((0-12)+34)*56)+78)-9)
1302	((((01234+5)-6)+78)-9)
1303	((01234-((5-6)*78))-9)
1304	((((0123+4)*5)+678)-9)
1305	((((01234+5)+67)+8)-9)
1306	((01234+5)-(67*(8-9)))
1307	((((0123+45)+6)*7)+89)
1308	((((01+2)*(3+456))-78)+9)
1309	((((01*234)*5)+67)+(8*9))
1310	((((01234-5)-6)+78)+9)
1311	(((012+(3*456))-78)+9)
1312	((012+(3*(456+7)))-89)
1313	((((01234-5)+67)+8)+9)
1314	((((0123-4)+56)*7)+89)
1315	((((01234+5)-6)-7)+89)
1316	((01234+((5-6)*7))+89)
1317	((((01234-5)+6)-7)+89)
1318	((01234+(5*(6-7)))+89)
1319	((((01234-5)-6)+7)+89)
1320	((((01234+5)-6)+78)+9)
1321	((01234-((5-6)*78))+9)
1322	((((0123+4)*5)+678)+9)
1323	((((01234+5)+67)+8)+9)
1324	((((01234+5)+6)+7)+(8*9))
1325	(((01+2)*(345+67))+89)
1326	((((01*234)*5)+67)+89)
1327	((((01234+5)+6)-7)+89)
1328	((01234+5)-((6-7)*89))
1329	((((01234+5)-6)+7)+89)
1330	((01234-((5-6)*7))+89)
1331	((((01+234)*5)+67)+89)
1332	((((01234+5)+6)+78)+9)
1333	(((01234+(5*6))+78)-9)
1334	(((0-1)+((234-56)*7))+89)
1335	((((01*234)-56)*7)+89)
1336	((01+((234-56)*7))+89)
1337	(((0123*4)+56)+789)
1338	(((((01*234)+5)*6)-7)-89)
1339	((((01*234)-(5*6))*7)-89)
1340	((01+((234-(5*6))*7))-89)
1341	((((0123+4)-56)+78)*9)
1342	((((01+234)-56)*7)+89)
1343	(((((0123+45)-6)+7)*8)-9)
1344	(01234-(5*(67-89)))
1345	(((((0123+45)+6)-7)*8)+9)
1346	(((01234+(5*6))-7)+89)
1347	(012-(((34-56)+7)*89))
1348	((((01-23)+45)*(67-8))-9)
1349	(((((01*2)*3)+4)*56)+789)
1350	((((0123-45)-6)+78)*9)
1351	(((01234+(5*6))+78)+9)
1352	(((((01*234)+5)*6)+7)-89)
1353	(((012+345)*6)-789)
1354	(((01234-5)+6)+(7*(8+9)))
1355	(((01234+56)+(7*8))+9)
1356	(012*(((3*45)+67)-89))
1357	((01-((2-345)*6))-(78*9))
1358	(((((01+234)+5)*6)+7)-89)
1359	(((01234+56)+78)-9)
1360	(((01+(2*345))+678)-9)
1361	((012*((34+5)+67))+89)
1362	((((012+3)*45)+678)+9)
1363	((((012-34)*(5-67))+8)-9)
1364	(((01-(2*34))+5)*(67-89))
1365	(0123+(((4+56)+78)*9))
1366	((((01-23)+45)*(67-8))+9)
1367	(((((01*234)+5)-67)*8)-9)
1368	((0123+456)+789)
1369	(((01234+56)+7)+(8*9))
1370	((((0123+4)+56)*7)+89)
1371	((((012*34)*5)-678)+9)
1372	(((01234+56)-7)+89)
1373	((012+(3*456))+(7*(8-9)))
1374	(((012+3)*(45-6))+789)
1375	(((((01+234)+5)-67)*8)-9)
1376	((((0-1)+(2*345))+678)+9)
1377	(((01234+56)+78)+9)
1378	((((0123-4)*5)-6)+789)
1379	(((01+234)+5)+(67*(8+9)))
1380	((01*2)*((34+567)+89))
1381	(01+(2*((34+567)+89)))
1382	((01-23)+((4+5)*(67+89)))
1383	((((012+3)*45)+6)+(78*9))
1384	(((0-1)-((23-45)*67))-89)
1385	(((01234-5)+67)+89)
1386	(((01234+56)+7)+89)
1387	(((01*23)*((4*5)+6))+789)
1388	((01234+(5*(6+7)))+89)
1389	(((((01+23)-4)*5)*6)+789)
1390	((((0123-4)*5)+6)+789)
1391	((((0123-4)*(5+6))-7)+89)
1392	(((0-1)-2345)+((6*7)*89))
1393	(((((01+234)+5)-67)*8)+9)
1394	((01-2345)+((6*7)*89))
1395	(((01234+5)+67)+89)
1396	((((0123-4)*(5+6))+78)+9)
1397	(((0-12)*((3-45)-67))+89)
1398	((((01*2)*345)+6)+(78*9))
1399	(01-(2*((34+56)-789)))
1400	((01234+((5+6)*7))+89)
1401	((0-1234)+(5*((67*8)-9)))
1402	(((012+(3*(456+7)))-8)+9)
1403	((01-((23-45)*67))-(8*9))
1404	((0123*((4-5)+6))+789)
1405	((((012+3)-4)*56)+789)
1406	((01+(2*((34-5)+678)))-9)
1407	(((0123-(4*5))*6)+789)
1408	((01234+((5+6)*(7+8)))+9)
1409	((01234+56)+(7*(8+9)))
1410	(((012+3)-45)*((6*7)-89))
1411	((((012*34)*5)-6)-(7*89))
1412	((((01*23)+4)*(56-7))+89)
1413	(((((01*234)-5)+6)-78)*9)
1414	(01+((((234-5)+6)-78)*9))
1415	((((0123+4)+5)*6)+(7*89))
1416	(((((01*23)+4)*56)-7)-89)
1417	(((((0123+4)+56)-7)*8)+9)
1418	((((0123+4)*5)-6)+789)
1419	((012+3)+((4+5)*(67+89)))
1420	((((0-12)+3)+((4*5)*67))+89)
1421	((0-1234)+((5*(67-8))*9))
1422	(((((01+234)-5)+6)-78)*9)
1423	((((012*34)*5)+6)-(7*89))
1424	(((012*34)-(56*7))*89)
1425	((01234+56)+((7+8)*9))
1426	((((012+(3*4))*56)-7)+89)
1427	(((012+(3*456))+(7*8))-9)
1428	(((01-2)+3)*((45+678)-9))
1429	(((((0*123)+4)*5)*67)+89)
1430	((((0123+4)*5)+6)+789)
1431	(((((01+2)*34)+5)*6)+789)
1432	(01234-((56-78)*9))
1433	(((012+(3*(4+56)))*7)+89)
1434	(012-(3*((4-567)+89)))
1435	(((0-12)+(345*6))-(7*89))
1436	((01234*5)-(6*789))
1437	((012*((3+45)+6))+789)
1438	((((0-12)+(3*456))-7)+89)
1439	(((((0123+45)+6)+7)*8)-9)
1440	(((012+345)*6)-(78*9))
1441	((01+234)+((56+78)*9))
1442	((0123*(4-((5-6)*7)))+89)
1443	(((((01*23)+4)*56)-78)+9)
1444	(((01+((23+4)*56))-78)+9)
1445	(((01+2)*((3+456)-7))+89)
1446	((((01+2)*(3+456))+78)-9)
1447	(((((0123-4)+56)+7)*8)-9)
1448	((012+(3*(456-7)))+89)
1449	(((012+(3*456))+78)-9)
1450	(((((0*12)+3)*456)-7)+89)
1451	((((012*3)+4)*56)-789)
1452	((((01-23)+45)*67)-89)
1453	(((012-34)*(5-67))+89)
1454	((((01-2)+(3*456))+78)+9)
1455	(((((0*12)+3)*456)+78)+9)
1456	(((((01*234)-5)*6)-7)+89)
1457	(((((0123+45)+6)+7)*8)+9)
1458	((((012+3)*45)-6)+789)
1459	((012+(345*6))-(7*89))
1460	(((01-2)+((3*4)*56))+789)
1461	(((((0*12)+3)*4)*56)+789)
1462	(((012+(3*456))-7)+89)
1463	((((01-2)+(3*456))+7)+89)
1464	((((012*3)*45)-67)-89)
1465	(((((0123-4)+56)+7)*8)+9)
1466	((((01*2)+(3*456))+7)+89)
1467	(((01*2)*(345-6))+789)
1468	((01+(2*(345-6)))+789)
1469	((012*((3+45)+67))+89)
1470	((((012+3)*45)+6)+789)
1471	(((((01*234)-56)+7)*8)-9)
1472	(((((01*234)-5)-6)*7)-89)
1473	((((01*2)*345)-6)+789)
